timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
2670,-6.7,7.0,-0.8,0.20,1.57,0.49,0.93,1.08,0.05, unclassified
2683,-6.8,7.0,-0.5,0.05,1.67,0.49,0.98,1.08,0.00, unclassified
2697,-6.5,6.9,-0.2,0.10,1.67,0.44,0.78,1.08,-0.05, unclassified
2709,-5.9,6.6,0.3,0.00,1.81,0.39,0.78,1.13,-0.05, unclassified
2722,-5.3,7.1,0.5,0.10,1.71,0.54,0.78,1.18,0.05, unclassified
2737,-5.2,7.5,0.3,0.15,1.62,0.54,0.88,1.23,0.05, unclassified
2749,-5.8,8.1,-0.4,0.15,1.62,0.54,0.88,1.23,0.05, unclassified
2761,-5.8,8.1,-0.3,0.10,1.62,0.54,0.93,1.27,0.00, unclassified
2775,-5.8,8.2,0.0,0.10,1.71,0.39,0.78,1.27,0.00, unclassified
2788,-5.3,7.7,0.3,0.10,1.76,0.49,0.78,1.23,0.00, unclassified
2800,-5.1,8.0,0.4,0.10,1.71,0.49,0.78,1.23,0.00, unclassified
2812,-5.0,8.3,0.3,0.10,1.71,0.64,0.78,1.27,-0.05, unclassified
2826,-5.1,8.6,0.0,0.10,1.67,0.49,0.78,1.27,-0.05, unclassified
2838,-5.2,8.6,0.0,0.10,1.67,0.49,0.73,1.27,0.00, unclassified
2851,-5.0,8.7,0.2,0.10,1.57,0.49,0.73,1.32,0.00, unclassified
2864,-4.7,8.6,0.3,0.15,1.67,0.44,0.69,1.27,0.00, unclassified
2876,-4.5,8.4,0.2,0.15,1.67,0.44,0.73,1.32,0.00, unclassified
2889,-4.5,9.0,-0.1,0.15,1.57,0.44,0.73,1.37,0.05, unclassified
2902,-4.5,9.0,-0.4,0.15,1.47,0.44,0.73,1.32,0.05, unclassified
2914,-4.5,9.0,-0.5,0.15,1.47,0.44,0.73,1.32,0.00, unclassified
2926,-4.5,9.3,0.0,0.10,1.52,0.39,0.73,1.32,0.00, unclassified
2938,-4.3,9.1,0.3,0.15,1.52,0.39,0.73,1.37,0.00, unclassified
2952,-4.1,8.8,0.4,0.15,1.52,0.39,0.69,1.32,0.05, unclassified
2964,-3.9,9.3,0.1,0.10,1.47,0.39,0.69,1.37,0.00, unclassified
2976,-3.9,9.6,-0.3,0.15,1.47,0.39,0.64,1.37,0.05, unclassified
2989,-3.9,9.7,-0.3,0.10,1.47,0.34,0.64,1.32,0.00, unclassified
3002,-3.6,9.3,-0.1,0.10,1.52,0.34,0.59,1.32,0.05, unclassified
3014,-3.5,9.0,0.1,0.10,1.52,0.24,0.49,1.27,0.00, unclassified
3026,-2.7,8.8,0.2,0.15,1.57,0.24,0.49,1.32,0.05, unclassified
3039,-2.5,9.1,-0.0,0.24,1.57,0.24,0.54,1.37,0.05, unclassified
3051,-2.5,9.1,-0.2,0.15,1.62,0.29,0.54,1.37,0.05, unclassified
3064,-2.5,9.1,-0.4,0.15,1.57,0.24,0.54,1.27,0.00, unclassified
3077,-2.5,9.1,-0.4,0.20,1.57,0.24,0.54,1.27,0.05, unclassified
3089,-2.6,8.6,-0.2,0.10,1.57,0.24,0.54,1.32,0.05, unclassified
3102,-2.3,8.8,-0.1,0.20,1.62,0.20,0.54,1.37,0.20, unclassified
3115,-2.2,8.9,-0.2,0.20,1.62,0.15,0.44,1.32,0.10, unclassified
3127,-1.7,8.9,-0.4,0.20,1.52,0.15,0.44,1.27,0.10, unclassified
3140,-1.7,9.1,-0.5,0.24,1.42,0.24,0.49,1.27,0.05, unclassified
3152,-1.9,9.1,-0.5,0.24,1.37,0.15,0.39,1.37,0.05, unclassified
3165,-1.8,8.9,-0.5,0.20,1.37,0.20,0.44,1.32,0.05, unclassified
3178,-1.8,9.1,-0.4,0.20,1.37,0.20,0.39,1.32,0.05, unclassified
3191,-1.8,9.3,-0.4,0.20,1.42,0.20,0.44,1.32,0.10, unclassified
3204,-1.7,9.0,-0.6,0.24,1.47,0.15,0.39,1.32,0.10, unclassified
3216,-0.9,8.5,-0.8,0.20,1.52,0.15,0.39,1.27,0.05, unclassified
3228,-0.9,8.4,-0.8,0.20,1.47,0.15,0.39,1.32,0.10, unclassified
3243,-1.1,8.5,-0.6,0.20,1.42,0.10,0.39,1.32,0.05, unclassified
3255,-1.1,9.0,-0.6,0.20,1.37,0.10,0.39,1.37,0.05, unclassified
3267,-1.2,9.4,-0.6,0.20,1.32,0.15,0.39,1.42,0.05, unclassified
3280,-1.2,9.5,-0.5,0.15,1.37,0.15,0.39,0.73,-0.10, unclassified
3295,-1.1,9.5,-0.3,0.10,5.83,0.29,0.49,0.78,0.05, unclassified
3307,-2.1,2.9,-0.9,0.10,2.06,0.10,0.44,1.47,0.20, unclassified
3320,-1.6,10.6,-1.5,0.20,0.78,0.29,0.44,1.67,0.00, unclassified
3335,-0.4,14.6,-1.7,0.24,0.73,0.34,0.49,1.62,0.10, unclassified
3347,-2.7,11.6,0.1,0.20,0.69,0.20,0.49,1.52,0.05, unclassified
3359,-1.9,11.9,0.4,0.20,0.69,0.24,0.44,1.52,0.00, unclassified
3373,-1.8,11.8,0.5,0.20,0.69,0.29,0.49,1.57,0.05, unclassified
3386,-2.0,10.7,-0.4,0.24,0.73,0.15,0.49,1.57,0.05, unclassified
3398,-1.8,10.8,-0.8,0.24,0.93,0.24,0.49,1.57,0.20, unclassified
3410,-1.9,11.0,-1.0,0.20,1.08,0.15,0.39,1.37,0.20, unclassified
3425,-1.9,9.7,-1.3,0.10,1.47,0.20,0.29,1.42,0.05, unclassified
3437,-1.1,9.6,-1.4,-0.34,3.77,0.15,0.24,0.83,0.00, unclassified
3449,-0.1,6.9,-1.0,-0.39,1.86,0.10,0.29,1.18,0.00, unclassified
3462,-0.4,8.6,0.2,0.05,1.57,0.20,0.34,1.37,0.00, unclassified
3475,-0.6,11.1,0.2,0.10,1.57,0.20,0.39,1.37,0.10, unclassified
3487,-1.3,9.1,-0.6,0.20,1.47,0.24,0.44,1.42,0.05, unclassified
3500,-1.2,9.1,-0.9,0.24,1.47,0.10,0.44,1.47,0.10, unclassified
3512,-1.3,9.5,-1.1,0.20,1.18,0.24,0.39,1.52,0.05, unclassified
3525,-1.1,10.3,-0.9,0.24,1.03,0.15,0.44,1.52,0.05, unclassified
3537,-1.1,10.8,-0.6,0.34,0.73,0.24,0.44,1.52,0.10, unclassified
3550,-1.5,11.1,-0.5,0.34,0.64,0.29,0.49,1.52,0.10, unclassified
3563,-2.0,11.8,-0.3,0.54,0.24,0.34,0.59,1.52,0.10, unclassified
3575,-2.5,12.3,-0.4,0.54,0.05,0.34,0.59,1.71,0.10, unclassified
3588,-2.7,12.7,-0.9,0.54,0.00,0.29,0.54,1.76,0.15, unclassified
3600,-2.5,13.1,-1.2,0.54,-0.10,0.20,0.59,1.86,0.15, unclassified
3613,-2.6,13.4,-1.4,-0.15,1.13,0.10,0.15,0.88,-0.10, unclassified
3625,-0.7,-4.3,3.1,-0.69,6.42,0.34,0.29,0.78,0.05, unclassified
3639,0.4,8.1,-3.9,0.29,0.88,0.83,1.03,1.42,0.20, unclassified
3651,-3.7,10.8,0.3,0.54,-0.05,0.29,0.39,1.81,0.29, unclassified
3664,-0.5,12.2,-1.8,0.49,0.24,0.20,0.44,1.71,0.10, unclassified
3677,-0.8,11.5,-1.6,0.24,0.73,0.15,0.44,1.62,0.10, unclassified
3690,-1.6,11.3,-0.5,0.15,1.23,0.10,0.24,1.42,-0.15, unclassified
3703,-0.5,10.4,0.9,0.10,2.06,0.05,0.10,1.23,-0.05, unclassified
3716,0.8,7.1,1.6,0.20,3.14,-0.10,0.10,1.03,-0.05, unclassified
3729,2.0,6.4,1.4,0.29,3.53,-0.20,0.10,0.93,-0.15, unclassified
3742,1.8,7.6,1.9,0.34,4.02,-0.20,-0.05,0.78,-0.10, unclassified
3756,3.8,6.0,1.8,0.24,4.41,-0.20,0.05,0.78,-0.10, unclassified
